Naive,RandomizeUpdate,Randomize,KMP,Boyer-Mooer,String.indexOf
934392,80447666,80626610,1465958,344638,3146
1006390,78969840,73175254,1357992,313705,2946
911444,82755687,81334684,1402543,317756,2804
795956,72067471,71276707,1232863,271973,3334
934423,70336057,64230151,1154595,269175,2800
976154,74599335,75275935,1373090,323642,2864
809764,78731756,77732022,1339924,308225,2680
1176021,85255357,80266682,1489380,335839,3009
1002223,63926511,65361695,1258368,305619,2905
992311,79964870,75197301,1363974,338798,4089
1187863,92421894,94073354,1644920,374219,3114
997315,78132233,78149030,1471638,363978,2933
1720917,82156543,85136983,1635099,378317,3199
1021824,95336032,88285727,1558671,345662,3058
1016939,77639427,73652382,1376663,334540,3064
989563,83561213,83267449,1489550,349155,2957
1103126,93754198,89778649,1656987,389661,3101
923511,68914624,64880431,1278569,307034,2873
1051482,83132867,77706385,1423063,348000,3220
1322663,91876035,83898883,1644600,393854,3373
780440,74409253,66179139,1150183,276028,2761
1045885,80461375,75381932,1413500,309267,2787
991327,82226950,77071268,1377575,307790,2697
953936,72179079,70972556,1387194,333488,3040
977490,82129399,81721058,4072620,333827,3673
1264134,78027527,76878700,1617993,385008,3302
1003251,92427202,86049629,1575371,396693,3060
948361,80017843,70323489,1307968,301409,2731
879073,93885972,81648070,1358946,320321,2886
1055057,88911517,85691961,1561672,374310,3228
939881,92553805,90391128,1484532,324719,2885
1106173,99404111,88171299,1553226,346730,3151
1080233,102989014,87154144,1617143,390513,3284
1094242,91519222,87828063,1463469,324949,2984
945153,84691787,82665537,1468902,333928,3021
916011,87193443,87608857,1432519,315301,3151
940554,75069644,74451810,1314947,307665,2978
1034024,79268203,73785690,1426464,335330,3230
1000058,90418296,88997158,1512178,365565,3141
1275489,89840033,83988133,1538550,337457,3185
1130268,89889896,90178989,1631567,379409,3311
1185475,78186337,74489305,1477829,341480,3200
1227884,86084220,84535582,1595246,369463,3245
1180692,92102775,92524450,1646437,401512,3393
878130,81732359,75110013,1334519,304838,3821
1050049,74938196,73492010,1313543,303218,2939
1168959,95555614,99937923,1675725,369129,3282
1274914,94332874,86218921,1616600,372362,3438
1056216,80947288,76766997,1433854,335992,3904
1072140,77283787,74204179,1366153,318531,2861
1103640,86548661,85613264,1580292,382466,3273
1124092,89791071,90318765,1534365,338868,3011
1007837,79011447,74044186,1326791,304532,2872
1062740,71097191,64518372,1248532,311215,3100
1092799,82987643,78037144,1389856,331456,3083
914216,78684526,75607507,1302662,305154,2956
938729,75540303,77134901,1366980,323070,2930
946116,91757696,83894282,1891225,347265,2869
1018501,88416479,84321416,1413189,326777,3169
1039642,95116959,92306170,1629033,375039,3312
1253614,90923092,88903004,1542106,336029,3235
1154644,109495659,110081682,1820030,398200,3250
1113495,90867323,91071109,1569363,341939,3081
938264,83174999,88542320,1417233,323253,2888
978839,89044046,85828284,1467004,350914,3040
881077,77674296,78428656,1374267,318696,2807
978726,94711655,94061649,1524562,341489,3112
1072221,87804032,88835456,2262222,345546,2977
1036951,96947912,82815324,1374269,327970,2999
1021833,79402499,76444696,1392970,325656,2948
1144118,101919757,93828527,1728193,416344,3222
1068900,91102270,76426247,1367709,326834,2904
917867,89399865,89642257,1542766,368412,3130
1116377,64216297,60828610,1311742,320709,3013
1084168,82704523,73791588,1336806,307071,3029
1202309,95954126,96583834,1729021,396319,3351
1057017,97919172,92698230,1570272,354280,2972
1039273,81071126,81740664,1378864,317280,3168
1048886,87388614,84834552,1490345,352649,3122
1319139,99581061,98880285,1912439,490288,3645
955938,82519858,74970653,1363640,326446,2700
1111006,82478571,81005574,1423765,338731,2809
1145180,91124166,82915109,1545571,362770,3136
1150323,98454750,92915739,1672191,378149,2930
1172218,90334411,89429329,1525475,342163,2936
1212525,87848739,88493710,1676218,395771,3330
1083452,105478734,99978746,1602237,363566,3447
1170678,81036955,76884165,1390998,321465,2984
974574,97374716,88611792,1434498,345570,2700
976276,100346187,102848430,1591162,374737,3021
1059388,107235344,102212147,1553530,337021,2736
1105169,115918727,109505307,1723001,391926,3062
1099754,92148922,84677415,1454861,325464,2800
1181641,86862977,83384748,1516887,336605,3594
1248713,93174177,84831510,1638529,417830,3329
1031737,98465452,95562388,1609798,389538,2931
971377,91644686,87920897,1518474,350607,3128
1120148,89227213,85207149,1468737,337216,2926
1203820,95147016,91432451,1654299,416460,3247
1025470,84497103,84657182,1429091,338895,3103
1148519,114108824,104188542,1621603,369163,3012
1381520,90454031,90244473,1630392,375459,3211
1234887,101485144,99607437,1716672,387474,2924
968542,88491620,87844907,1505260,350173,2959
974421,105590368,103273566,1605198,363375,2932
900362,84532870,84315455,1458198,349217,2888
1099573,82664459,78909701,1410332,358330,2988
1040302,107426797,94430461,1568953,375382,3146
1105959,98815474,92309011,1505723,375334,2952
1206189,101575128,96471529,1599204,365035,3082
1338205,103289396,95230961,1757552,404932,3455
1166659,95797542,86786145,1522499,409749,2931
1092150,93427060,89339305,1618211,393470,3331
1070181,96560436,89523940,1540321,381346,2881
1360136,107962728,96588301,1777603,427506,3362
1223306,96871430,94201856,1648649,385197,2948
1159773,105852729,102505719,1669709,361016,2820
968816,91228023,84265462,1453369,323815,2955
1063441,94524711,91604113,1495689,364457,2880
1205928,81948440,83885057,1524165,347279,3003
1348243,99883997,100524661,1776002,412718,3622
1269794,121081926,118216653,1992747,443535,3376
1404093,103901017,103020014,1729482,401729,3761
1170211,114683126,112628336,1990229,465293,3290
997722,97391597,91644669,1541596,360546,2877
1080661,92808839,90460035,1657639,390590,3235
1159497,106894858,107397174,1766258,383635,2905
1217492,95004161,92157619,1676632,398455,3078
1156411,79603824,77480172,1380757,318512,2938
1403905,118862901,113288038,2007035,445737,3179
1090581,92053863,85626500,1517849,357545,2872
1276995,100301134,101563162,1799763,392839,4311
1291512,91571728,92425897,1709897,413652,2975
1303452,100581384,94359224,2406056,370215,2950
1184490,107022879,106885657,1797272,415233,3018
1283867,110176972,97746048,1720184,440568,3041
1302227,113453530,106276540,1855148,423956,3338
1257419,78822026,78954245,1465812,326059,3093
995148,108492504,102199583,1574481,347162,2755
1095029,95035100,96556407,1574028,353759,3352
1086191,92932362,93101815,1613966,372842,2816
1280509,110008550,105804747,1802102,382863,2880
1252792,106413937,104844906,1801963,417773,3047
1657750,102859677,100175912,1723774,382061,3074
1331534,99274268,93363373,1588690,351602,2919
1246211,100388360,95987745,1713831,395873,3063
1152913,127289277,120524505,1944821,415717,3063
1069947,84032580,82035614,1345424,302828,8464
1001463,104702844,104658388,1642967,366699,2765
1198589,87418432,82185492,1525930,361348,2833
1019042,122963322,120564706,1791833,405352,2895
1040810,91759467,92273583,1553840,351834,2964
1140908,104300724,94151932,1489105,335730,2737
1536985,104336977,104812985,1930066,412629,3260
1267941,104612261,102988609,1681867,358772,2883
1364159,103862283,98774068,1800254,421956,3522
1296510,90342818,85351162,1592684,370539,2852
1326800,96859722,93004144,1728804,388011,3118
1327824,98910189,98330549,1812896,385592,3057
1199989,101323680,93282988,1686404,391648,2976
1274206,109627092,105826844,1839220,447161,3331
1166290,102441355,99370970,2393298,374851,3169
1481026,123336659,117871093,2089855,469530,3320
1244719,116059038,107712220,1672016,340949,2759
1164571,94413195,88035175,1493369,339549,2840
1123257,94307804,89260335,1561144,355212,2894
1073920,113346483,110169791,1819191,438639,3135
1278931,108799601,106802902,1793820,412254,2944
1191675,110765298,108313296,1703288,389226,3780
1287123,107952595,101380037,1707712,394206,2907
1117153,97270971,94248943,1616885,372047,2825
1074495,119798064,116025691,2203707,401928,2889
1073149,98518507,89145409,1491117,354531,2679
1060750,92231622,91753455,1536132,354808,2933
1172034,104686713,104652178,1683618,399760,3211
1191026,103765473,103826512,1696578,390781,3098
1358289,129949557,125061024,1953854,446752,3088
1144385,130796970,131102094,1943622,406397,2988
1143731,99365567,94095753,1528921,353055,2890
1078084,112435481,113805668,1737158,380680,2903
1338907,116100142,116202398,1894666,426131,3119
1446260,112824004,110199228,1903969,416579,3275
1151509,122207084,112163060,1727474,392231,3211
1064756,115965039,107700052,1667693,364327,2997
1237549,106163146,105494001,1650144,347223,2899
1284366,127978780,127640623,1982529,420510,2949
1164660,101161502,100851417,1640877,359274,2921
951123,125956026,120705594,1805404,407519,2926
1158229,99181670,99777143,1681663,342502,2805
1338115,114058307,110782339,1893948,416453,3729
1218175,109932981,101542374,1827766,487047,3110
1179151,126069381,117210450,1727044,379457,2755
1158206,98951756,99079662,1683688,372734,2754
1192336,112014314,107045904,1654813,355750,2826
1271230,115541138,117242720,1924575,447815,3057
1138908,107683464,107427951,1793995,385478,3245
1236727,102783938,93503267,1529803,357209,3110
1450800,135914983,122082240,2035558,430687,3029
1182306,133488592,127395448,3231707,418177,2754
1296077,106463421,101691541,1868313,414300,3020
1472396,121991043,122708838,2119204,491226,3525
1268519,107754032,101516538,1758662,417926,2882
1278126,95345301,90577500,1671707,394185,3255
1228150,123548076,123772555,2007123,470729,3323
1214437,103840082,97054521,1613217,373660,3074
1220057,117328478,117689101,1865716,391109,2957
1166562,123819447,116455153,2590355,405899,3103
1128997,122310227,112254726,1849329,414699,2778
1314903,110249807,97453910,1678835,381909,2982
1140480,115847881,112752216,1824178,414658,3029
1110476,115132000,114552851,1883489,437071,3572
1373664,113100825,113609579,1975138,432261,3861
1138927,107946959,108235338,1666272,369849,2852
1226053,120552745,112635487,1844291,421271,3066
1192957,132313005,122941191,1890117,501352,3198
1272957,95964680,91517718,1693823,384261,3114
1178444,119035709,113442729,1986785,416694,2943
1110382,119993277,119793289,1829296,410914,2981
1316994,118222534,113956866,1792874,389699,2936
1110056,106087513,106489084,1780328,398483,2984
1092876,104876224,100945271,1658538,394248,2886
1242395,121172823,114624404,1874342,424125,3071
1118426,118390072,115797693,1822938,414406,3093
1406675,112462319,109182161,1880525,438147,3087
1533669,115744131,115104327,1934179,435663,3123
1243200,130249717,122549554,1803354,419721,2908
1302995,112696383,107480509,1802403,399715,3197
1171465,101152473,100789268,1728600,385809,2911
1254100,145163982,143476309,2887878,459816,3216
1547680,107170887,107004400,1905100,408947,3269
1323717,102483491,102963274,1739603,407194,2942
1158535,109786883,106963602,1710186,388184,2775
1602790,133111008,126902074,2249717,496979,3518
1431756,113398788,114125860,1910498,438179,3147
1393945,111235677,109941093,1943932,428013,3063
1271564,126574740,123058145,1961059,432865,2908
1202474,134289378,134171222,2029275,441843,3007
1531733,110577834,109278336,1947497,431414,3767
1336230,121006288,110375122,1882503,451946,2857
1226706,132186488,127462524,1925043,439903,3589
1257019,125466073,120241277,1842009,397939,2870
1170049,116590240,109505730,1805428,423139,4821
1229052,117218142,112705004,1778510,417010,2857
1557702,122609545,122489052,2096337,491358,3176
1269612,129865236,130240318,2582651,454682,3062
1086378,102807500,95043472,1572258,394885,3496
1342761,138757660,126980067,1919152,423152,2650
1276949,114283616,109124226,1777232,408719,3407
1244841,132690401,125345764,1847317,417532,3125
1147764,99477526,96404591,1692735,398178,2755
1142974,109861670,109430774,1680343,376666,3011
1277550,113051465,108604105,1726095,399131,2889
1060968,109868543,105791701,1623118,359872,3091
1364464,110702029,111888695,1850836,415907,2953
1485255,104120545,103786396,1922756,449980,3492
1307879,138759589,139660220,2106907,459572,3121
1289661,152689854,147531196,2193779,493376,3554
1292834,150154035,145160841,2061098,458386,3421
1191447,142169964,127644977,1907126,447785,3213
1127654,124487863,120469647,1898243,441325,3286
1542204,115790232,110994988,2009603,457255,3539
1493033,175791781,164794795,2399300,516611,3280
1562469,107936990,100506857,1902513,434666,3273
1532394,133865107,127992292,2133531,470423,3358
1597733,113964710,111858181,1831865,366889,3221
1469916,124174264,119225085,1935050,441749,3229
1215705,128342337,118473238,1875246,442821,3064
1587062,138846458,139089866,2172440,486023,3371
1468014,131468551,124061438,2047366,466742,3301
1631812,125003371,124285104,2022249,407385,3147
1354337,115192159,110192950,1823990,438474,3800
1192195,115362469,112503981,1766145,399853,2961
1113872,104450970,102948442,1734349,401273,6858
1165892,125281585,120526741,1800782,401984,2864
1422006,116480207,106212253,1745263,395113,2960
1504962,139780890,138843239,2176730,482086,3172
1327003,116658833,116570887,1854473,387672,2886
1305966,114243191,114994238,1818771,407850,2984
1243473,119247279,115904001,1812140,395293,2918
1310598,121097070,121813381,1829587,404937,2914
1274649,109500985,105755841,1693785,386979,2951
1270504,120903883,120559626,1865278,410125,2709
1431671,133301255,133023235,2025744,448265,3078
1231629,112601868,113638037,1745665,375316,2844
1372476,109373104,98878410,2426979,394045,3598
1596243,124820614,123636379,1928293,417571,3217
1293883,116231806,110947548,1749382,404916,3058
1440959,133138719,128816210,2026419,462104,3279
1210111,126650697,117662786,1836552,424497,2947
1706365,109009931,107935683,1949315,439038,3304
1637655,146472022,143351375,2303237,497131,3395
1412217,136306741,131711674,1979014,463995,3259
1255014,120608276,111617176,1784528,396608,3016
1463256,124301161,120058767,1915617,433914,3326
1679382,129762745,127237849,2092736,534518,3921
1342359,153581872,147574931,2178237,488930,3173
1847866,137879241,133270518,3147841,527502,3494
1512559,123219728,120995392,1953891,435763,3348
1589939,118263088,118367834,2049318,479943,3418
1504572,123507229,122152610,3160722,458449,3456
1446855,134518067,134386161,2128066,497149,3203
1589326,138613018,131622147,2091014,490010,3523
1284924,120988230,119811831,1942614,458955,3191
1439648,134927012,134934311,2169644,503747,3373
1842317,130562745,130786230,2351540,538395,3403
1343263,130809811,126224104,2022240,459245,2912
1200658,126391021,123872607,1950996,384817,2605
1364116,132989477,133705712,2182020,507624,3174
1805825,131477685,123897292,2058961,452813,3382
1365658,122949761,118412063,1804987,396580,2729
1538550,116453702,111232341,1851615,413619,2900
1307034,127640889,122690325,1885840,423257,2883
